1 | 1 | TC8445 | GTYI Running | 71
2535 | 2955 | FX4951 | IDRA Running | 59
2541 | 2930 | EC1594 | AMZJ Running | 414
2542 | 2960 | PR8175 | AMZJ Running | 375
2552 | 2912 | VS5201 | GTYI Running | 272
2555 | 2990 | YA5160 | AMZJ Running | 374
2558 | 2928 | QA3093 | WQSY Running | 36
2560 | 2560 | MR8758 | CDO Waiting | 293
2562 | 2943 | CX2610 | ZCDT Running | 150
2563 | 2563 | RU4935 | WSY Waiting | 38
2565 | 2985 | QC6923 | IDRA Running | 141
2578 | 2942 | LU1091 | GTYI Running | 70
2582 | 2972 | NP5950 | GTYI Running | 218
2585 | 3020 | ST2100 | AMZJ Running | 126
2588 | 2958 | KJ6396 | WQSY Running | 136
2592 | 2973 | NP8141 | ZCDT Running | 225
2595 | 3015 | YB2742 | IDRA Running | 102
2598 | 2598 | KN2716 | NCJ Waiting | 80
2601 | 2601 | RU4935 | WSY Running | 199
2612 | 3002 | QX1759 | GTYI Running | 135
2613 | 3045 | HW3855 | IDRA Running | 289
2615 | 3050 | OI6429 | AMZJ Running | 59
2616 | 3075 | GX3971 | IDRA Running | 26
2618 | 2988 | TE9208 | WQSY Running | 168
2622 | 3003 | TX7007 | ZCDT Running | 67
2625 | 3101 | YM5038 | IDRA Running | 35
2642 | 3032 | IV3397 | GTYI Running | 305
2645 | 3080 | LM5481 | AMZJ Running | 333
2648 | 3018 | RQ2890 | WQSY Running | 277
2652 | 3033 | OV4554 | ZCDT Running | 160
2653 | 3048 | XD8404 | WQSY Running | 438
2655 | 3131 | YM2844 | IDRA Running | 23
2669 | 2669 | NV2785 | ZXD Running | 7
2672 | 3062 | GT8205 | GTYI Running | 284
2675 | 3110 | YZ9316 | AMZJ Running | 320
2676 | 2676 | NV2785 | ZXD Waiting | 11
2678 | 2678 | KN2716 | NCJ Running | 131
2678 | 3078 | NL5756 | WQSY Running | 438
2679 | 3154 | AZ7152 | IDRA Running | 296
2682 | 3063 | LQ8202 | ZCDT Running | 351
2683 | 2683 | KF5759 | GQQ Waiting | 367
2685 | 3184 | EK5998 | IDRA Running | 49
2687 | 2687 | NV2785 | ZXD Running | 252
2701 | 2701 | MB5716 | XTT Waiting | 294
2702 | 3092 | CP8037 | GTYI Running | 243
2705 | 3140 | WC1548 | AMZJ Running | 272
2708 | 3108 | GC6746 | WQSY Running | 111
2712 | 3093 | TU5605 | ZCDT Running | 350
2715 | 3214 | IB2263 | IDRA Running | 392
2732 | 3122 | AE7262 | GTYI Running | 250
2735 | 3170 | QF4765 | AMZJ Running | 41
2738 | 3138 | PA5529 | WQSY Running | 217
2742 | 3168 | ZM8819 | WQSY Running | 167
2742 | 3123 | WY7322 | ZCDT Running | 331
2745 | 3244 | MK1284 | IDRA Running | 111
2762 | 3152 | TC8445 | GTYI Running | 47
2765 | 3200 | XN5521 | AMZJ Running | 177
2768 | 3198 | RQ6933 | WQSY Running | 24
2769 | 2769 | XO2797 | DWU Running | 322
2772 | 3153 | IE1120 | ZCDT Running | 101
2775 | 3274 | UA2932 | IDRA Running | 209
2780 | 2780 | AC8893 | EZO Running | 126
2781 | 3222 | DD1622 | WQSY Running | 466
2791 | 3230 | UG1000 | AMZJ Running | 357
2792 | 3252 | AT4994 | WQSY Running | 46
2792 | 3182 | VK1891 | GTYI Running | 285
2799 | 3282 | JQ6883 | WQSY Running | 103
2800 | 2800 | RU4935 | WSY Waiting | 460
2802 | 3183 | FT3081 | ZCDT Running | 81
2805 | 3304 | XR7203 | IDRA Running | 85
2809 | 3334 | KN2716 | IDRA Running | 288
2810 | 3260 | AG1168 | AMZJ Running | 238
2822 | 3212 | CC3461 | GTYI Running | 108
2829 | 3312 | QE4666 | WQSY Running | 82
2832 | 3213 | RT9408 | ZCDT Running | 163
2835 | 3242 | DO9371 | GTYI Running | 423
2835 | 3364 | LL1257 | IDRA Running | 467
2837 | 3272 | WR8705 | GTYI Running | 375
2838 | 2838 | CQ3852 | WQSY Waiting | 213
2838 | 3243 | DZ4231 | ZCDT Running | 184
2840 | 3290 | DW9737 | AMZJ Running | 330
2852 | 3302 | XW4956 | GTYI Running | 182
2853 | 2853 | MR8758 | CDO Running | 27
2862 | 3273 | BC3230 | ZCDT Running | 130
2865 | 3394 | YV1743 | IDRA Running | 331
2868 | 3342 | NZ5800 | WQSY Running | 434
2870 | 3320 | PE2866 | AMZJ Running | 289
2880 | 2880 | MR8758 | CDO Waiting | 419
2881 | 3332 | UU6266 | GTYI Running | 127
2882 | 3362 | EV8335 | GTYI Running | 28
2892 | 3303 | EF4648 | ZCDT Running | 167
2895 | 3424 | KS4285 | IDRA Running | 394
2898 | 3372 | MB8755 | WQSY Running | 80
2900 | 3350 | EU3767 | AMZJ Running | 154
2903 | 2903 | US6678 | ZCDT Waiting | 176
2906 | 2906 | AC8893 | EZO Waiting | 320
2912 | 3390 | KF6240 | GTYI Running | 281
2925 | 3454 | VM8791 | IDRA Running | 384
2926 | 3380 | ZU7922 | AMZJ Running | 212
2928 | 3402 | QS6782 | WQSY Running | 75
2930 | 3410 | WE8143 | AMZJ Running | 96
2933 | 3333 | CI6823 | ZCDT Running | 210
2939 | 3484 | NV2785 | IDRA Running | 100
2942 | 3420 | VS5201 | GTYI Running | 242
2943 | 2943 | TT2884 | ZCDT Waiting | 413
2955 | 3432 | ZC4232 | WQSY Running | 258
2955 | 3514 | MQ7520 | IDRA Running | 306
2958 | 3462 | QA3093 | WQSY Running | 6
2960 | 3440 | EC1594 | AMZJ Running | 384
2966 | 3544 | CA4629 | IDRA Running | 212
2972 | 3450 | LU1091 | GTYI Running | 40
2973 | 3363 | CX2610 | ZCDT Running | 120
2982 | 3574 | MV5132 | IDRA Running | 248
2985 | 3604 | FX4951 | IDRA Running | 29
2987 | 3470 | EK9518 | AMZJ Running | 440
2988 | 3468 | KJ6396 | WQSY Running | 106
2990 | 3500 | PR8175 | AMZJ Running | 345
2994 | 3498 | MQ4649 | WQSY Running | 271
2995 | 2995 | MB5716 | XTT Running | 268
2997 | 3530 | GZ8627 | AMZJ Running | 155
3002 | 3480 | NP5950 | GTYI Running | 188
3003 | 3393 | NP8141 | ZCDT Running | 195
3015 | 3633 | QC6923 | IDRA Running | 111
3018 | 3528 | TE9208 | WQSY Running | 138
3020 | 3560 | YA5160 | AMZJ Running | 344
3032 | 3510 | QX1759 | GTYI Running | 105
3033 | 3423 | TX7007 | ZCDT Running | 37
3045 | 3663 | YB2742 | IDRA Running | 72
3048 | 3558 | RQ2890 | WQSY Running | 247
3050 | 3050 | KF5759 | GQQ Running | 343
3050 | 3590 | ST2100 | AMZJ Running | 96
3051 | 3588 | CQ3852 | WQSY Running | 390
3062 | 3540 | IV3397 | GTYI Running | 275
3063 | 3453 | OV4554 | ZCDT Running | 130
3075 | 3693 | HW3855 | IDRA Running | 259
3078 | 3618 | XD8404 | WQSY Running | 408
3079 | 3483 | US6678 | ZCDT Running | 368
3080 | 3620 | OI6429 | AMZJ Running | 29
3091 | 3091 | XO2797 | DWU Waiting | 120
3092 | 3570 | GT8205 | GTYI Running | 254
3093 | 3513 | LQ8202 | ZCDT Running | 321
3101 | 3101 | GX3971 | IDRA Waiting | 349
3108 | 3648 | NL5756 | WQSY Running | 408
3110 | 3649 | LM5481 | AMZJ Running | 303
3122 | 3600 | CP8037 | GTYI Running | 213
3123 | 3543 | TU5605 | ZCDT Running | 320
3131 | 3723 | YM5038 | IDRA Running | 5
3138 | 3678 | GC6746 | WQSY Running | 81
3140 | 3679 | YZ9316 | AMZJ Running | 290
3152 | 3630 | AE7262 | GTYI Running | 220
3153 | 3573 | WY7322 | ZCDT Running | 301
3154 | 3154 | YM2844 | IDRA Waiting | 164
3168 | 3708 | PA5529 | WQSY Running | 187
3170 | 3709 | WC1548 | AMZJ Running | 242
3182 | 3660 | TC8445 | GTYI Running | 17
3183 | 3603 | IE1120 | ZCDT Running | 71
3184 | 3728 | AZ7152 | IDRA Running | 266
3198 | 3738 | ZM8819 | WQSY Running | 137
3200 | 3739 | QF4765 | AMZJ Running | 11
3211 | 3211 | XO2797 | DWU Running | 194
3212 | 3677 | VK1891 | GTYI Running | 255
3213 | 3633 | FT3081 | ZCDT Running | 51
3214 | 3758 | EK5998 | IDRA Running | 19
3222 | 3222 | RQ6933 | WQSY Waiting | 329
3226 | 3226 | AC8893 | EZO Running | 83
3230 | 3750 | XN5521 | AMZJ Running | 147
3242 | 3707 | CC3461 | GTYI Running | 78
3243 | 3663 | RT9408 | ZCDT Running | 133
3244 | 3777 | IB2263 | IDRA Running | 362
3252 | 3768 | DD1622 | WQSY Running | 436
3260 | 3260 | RU4935 | WSY Running | 21
3260 | 3780 | UG1000 | AMZJ Running | 327
3263 | 3263 | MB5716 | XTT Waiting | 56
3272 | 3737 | DO9371 | GTYI Running | 393
3273 | 3693 | DZ4231 | ZCDT Running | 154
3274 | 3807 | MK1284 | IDRA Running | 81
3281 | 3810 | RU4935 | AMZJ Running | 53
3282 | 3798 | AT4994 | WQSY Running | 16
3290 | 3840 | AG1168 | AMZJ Running | 208
3299 | 3299 | MR8758 | CDO Running | 114
3302 | 3767 | WR8705 | GTYI Running | 345
3303 | 3723 | BC3230 | ZCDT Running | 100
3304 | 3837 | UA2932 | IDRA Running | 179
3309 | 3309 | AC8893 | EZO Waiting | 82
3312 | 3814 | JQ6883 | WQSY Running | 73
3318 | 3867 | YM2844 | IDRA Running | 441
3319 | 3319 | MB5716 | XTT Running | 76
3320 | 3870 | DW9737 | AMZJ Running | 300
3332 | 3797 | XW4956 | GTYI Running | 152
3333 | 3753 | EF4648 | ZCDT Running | 137
3334 | 3897 | XR7203 | IDRA Running | 55
3342 | 3844 | QE4666 | WQSY Running | 52
3350 | 3900 | PE2866 | AMZJ Running | 259
3356 | 3783 | TT2884 | ZCDT Running | 213
3362 | 3827 | UU6266 | GTYI Running | 97
3363 | 3813 | CI6823 | ZCDT Running | 180
3364 | 3927 | KN2716 | IDRA Running | 258
3372 | 3874 | NZ5800 | WQSY Running | 404
3380 | 3930 | EU3767 | AMZJ Running | 124
3390 | 3390 | EV8335 | GTYI Waiting | 351
3391 | 3391 | AC8893 | EZO Running | 198
3393 | 3843 | KF5759 | ZCDT Running | 121
3393 | 3873 | CX2610 | ZCDT Running | 90
3394 | 3957 | LL1257 | IDRA Running | 437
3395 | 3395 | MB5716 | XTT Waiting | 308
3402 | 3904 | MB8755 | WQSY Running | 50
3405 | 3405 | XO2797 | DWU Waiting | 174
3410 | 3960 | ZU7922 | AMZJ Running | 182
3413 | 3934 | MR8758 | WQSY Running | 195
3420 | 3857 | KF6240 | GTYI Running | 251
3423 | 3903 | NP8141 | ZCDT Running | 165
3424 | 3987 | YV1743 | IDRA Running | 301
3432 | 3964 | QS6782 | WQSY Running | 45
3440 | 3990 | WE8143 | AMZJ Running | 66
3450 | 4017 | GX3971 | IDRA Running | 21
3450 | 3887 | VS5201 | GTYI Running | 212
3453 | 3933 | TX7007 | ZCDT Running | 7
3454 | 4038 | KS4285 | IDRA Running | 364
3462 | 3994 | ZC4232 | WQSY Running | 228
3468 | 3468 | QA3093 | DKB Running | 79
3470 | 4020 | EC1594 | AMZJ Running | 354
3480 | 3917 | LU1091 | GTYI Running | 10
3483 | 3940 | OV4554 | ZCDT Running | 100
3484 | 4068 | VM8791 | IDRA Running | 354
3498 | 4024 | KJ6396 | WQSY Running | 76
3500 | 4050 | EK9518 | AMZJ Running | 410
3510 | 3927 | NP5950 | GTYI Running | 158
3513 | 3970 | US6678 | ZCDT Running | 338
3514 | 4098 | NV2785 | IDRA Running | 70
3528 | 4054 | MQ4649 | WQSY Running | 241
3530 | 4080 | PR8175 | AMZJ Running | 315
3540 | 3957 | QX1759 | GTYI Running | 75
3543 | 4000 | LQ8202 | ZCDT Running | 291
3544 | 4128 | MQ7520 | IDRA Running | 276
3547 | 3547 | QA3093 | DKB Waiting | 182
3551 | 4084 | RQ6933 | WQSY Running | 115
3558 | 4114 | TE9208 | WQSY Running | 108
3560 | 4110 | GZ8627 | AMZJ Running | 125
3570 | 3987 | IV3397 | GTYI Running | 245
3573 | 4030 | TU5605 | ZCDT Running | 290
3574 | 4158 | CA4629 | IDRA Running | 182
3579 | 3579 | XO2797 | DWU Running | 184
3588 | 4144 | RQ2890 | WQSY Running | 217
3589 | 3589 | AC8893 | EZO Waiting | 26
3590 | 4140 | YA5160 | AMZJ Running | 314
3600 | 4017 | GT8205 | GTYI Running | 224
3603 | 4060 | WY7322 | ZCDT Running | 271
3604 | 4188 | MV5132 | IDRA Running | 218
3615 | 3615 | AC8893 | EZO Running | 208
3618 | 4174 | CQ3852 | WQSY Running | 360
3620 | 4170 | ST2100 | AMZJ Running | 66
3630 | 4047 | CP8037 | GTYI Running | 183
3633 | 3633 | FX4951 | IDRA Waiting | 166
3633 | 4090 | IE1120 | ZCDT Running | 41
3648 | 4204 | XD8404 | WQSY Running | 378
3649 | 3649 | OI6429 | WJC Running | 287
3660 | 4077 | AE7262 | GTYI Running | 190
3663 | 4120 | FT3081 | ZCDT Running | 21
3663 | 4218 | QC6923 | IDRA Running | 81
3677 | 3677 | TC8445 | SQX Running | 185
3678 | 4234 | NL5756 | WQSY Running | 378
3679 | 4200 | LM5481 | AMZJ Running | 273
3693 | 4141 | RT9408 | ZCDT Running | 103
3693 | 4248 | YB2742 | IDRA Running | 42
3703 | 3703 | MB5716 | XTT Running | 345
3707 | 4107 | VK1891 | GTYI Running | 225
3708 | 4264 | GC6746 | WQSY Running | 51
3709 | 4230 | YZ9316 | AMZJ Running | 260
3723 | 4171 | DZ4231 | ZCDT Running | 124
3723 | 4278 | HW3855 | IDRA Running | 229
3728 | 3728 | YM5038 | IDRA Waiting | 278
3729 | 3729 | QA3093 | DKB Running | 441
3737 | 4137 | CC3461 | GTYI Running | 48
3738 | 4294 | PA5529 | WQSY Running | 157
3739 | 4260 | WC1548 | AMZJ Running | 212
3741 | 4167 | EV8335 | GTYI Running | 435
3750 | 3750 | QF4765 | AMZJ Waiting | 317
3753 | 4201 | BC3230 | ZCDT Running | 70
3758 | 4308 | AZ7152 | IDRA Running | 236
3763 | 3763 | XO2797 | DWU Waiting | 335
3767 | 4197 | DO9371 | GTYI Running | 363
3768 | 4324 | ZM8819 | WQSY Running | 107
3777 | 3777 | EK5998 | IDRA Waiting | 477
3780 | 4290 | XN5521 | AMZJ Running | 117
3783 | 4231 | EF4648 | ZCDT Running | 107
3797 | 4227 | WR8705 | GTYI Running | 315
3798 | 4354 | DD1622 | WQSY Running | 406
3799 | 4338 | FX4951 | IDRA Running | 330
3807 | 4368 | IB2263 | IDRA Running | 332
3810 | 4320 | UG1000 | AMZJ Running | 297
3813 | 4261 | TT2884 | ZCDT Running | 183
3814 | 3814 | AT4994 | WQSY Waiting | 252
3823 | 4350 | AC8893 | AMZJ Running | 433
3827 | 4257 | XW4956 | GTYI Running | 122
3837 | 4398 | MK1284 | IDRA Running | 51
3840 | 4380 | RU4935 | AMZJ Running | 23
3843 | 4291 | CI6823 | ZCDT Running | 150
3844 | 4384 | JQ6883 | WQSY Running | 43
3857 | 4287 | UU6266 | GTYI Running | 67
3862 | 3862 | TC8445 | SQX Waiting | 314
3867 | 4428 | UA2932 | IDRA Running | 149
3870 | 4403 | AG1168 | AMZJ Running | 178
3873 | 4321 | KF5759 | ZCDT Running | 91
3874 | 4414 | QE4666 | WQSY Running | 22
3887 | 4317 | KF6240 | GTYI Running | 221
3897 | 4458 | YM2844 | IDRA Running | 411
3900 | 4433 | DW9737 | AMZJ Running | 270
3903 | 4351 | CX2610 | ZCDT Running | 60
3904 | 4436 | NZ5800 | WQSY Running | 374
3917 | 4347 | VS5201 | GTYI Running | 182
3927 | 3927 | LU1091 | GTYI Waiting | 304
3927 | 4488 | XR7203 | IDRA Running | 25
3930 | 4463 | PE2866 | AMZJ Running | 229
3933 | 4381 | NP8141 | ZCDT Running | 135
3934 | 4466 | MB8755 | WQSY Running | 20
3936 | 3936 | OI6429 | WJC Waiting | 2
3938 | 3938 | OI6429 | WJC Running | 22
3940 | 3940 | TX7007 | ZCDT Waiting | 215
3957 | 4513 | KN2716 | IDRA Running | 228
3957 | 4377 | NP5950 | GTYI Running | 128
3960 | 3960 | OI6429 | WJC Waiting | 411
3960 | 4493 | EU3767 | AMZJ Running | 94
3964 | 4486 | MR8758 | WQSY Running | 165
3970 | 4411 | OV4554 | ZCDT Running | 70
3987 | 4543 | LL1257 | IDRA Running | 407
3987 | 4407 | QX1759 | GTYI Running | 45
3990 | 4523 | ZU7922 | AMZJ Running | 152
3994 | 4516 | QS6782 | WQSY Running | 15
4000 | 4441 | US6678 | ZCDT Running | 308
4006 | 4573 | YM5038 | IDRA Running | 487
4017 | 4437 | IV3397 | GTYI Running | 215
4017 | 4603 | YV1743 | IDRA Running | 271
4020 | 4553 | WE8143 | AMZJ Running | 36
4024 | 4531 | ZC4232 | WQSY Running | 198
4030 | 4471 | LQ8202 | ZCDT Running | 261
4038 | 4038 | GX3971 | YIQ Running | 240
4047 | 4467 | GT8205 | GTYI Running | 194
4048 | 4497 | MB5716 | GTYI Running | 90
4050 | 4583 | EC1594 | AMZJ Running | 324
4054 | 4561 | KJ6396 | WQSY Running | 46
4060 | 4501 | TU5605 | ZCDT Running | 260
4066 | 4591 | AT4994 | WQSY Running | 27
4067 | 4613 | QF4765 | AMZJ Running | 93
4068 | 4633 | KS4285 | IDRA Running | 334
4077 | 4527 | CP8037 | GTYI Running | 153
4080 | 4643 | EK9518 | AMZJ Running | 380
4084 | 4618 | MQ4649 | WQSY Running | 211
4090 | 4531 | WY7322 | ZCDT Running | 241
4098 | 4098 | XO2797 | DWU Running | 274
4098 | 4663 | VM8791 | IDRA Running | 324
4107 | 4557 | AE7262 | GTYI Running | 160
4110 | 4673 | PR8175 | AMZJ Running | 285
4114 | 4648 | RQ6933 | WQSY Running | 85
4120 | 4561 | IE1120 | ZCDT Running | 11
4128 | 4693 | NV2785 | IDRA Running | 40
4137 | 4587 | VK1891 | GTYI Running | 195
4140 | 4703 | GZ8627 | AMZJ Running | 95
4141 | 4141 | FT3081 | ZCDT Waiting | 342
4144 | 4678 | TE9208 | WQSY Running | 78
4155 | 4572 | TX7007 | ZCDT Running | 430
4158 | 4723 | MQ7520 | IDRA Running | 246
4167 | 4617 | CC3461 | GTYI Running | 18
4170 | 4170 | QA3093 | DKB Waiting | 109
4170 | 4733 | YA5160 | AMZJ Running | 284
4171 | 4602 | RT9408 | ZCDT Running | 73
4174 | 4708 | RQ2890 | WQSY Running | 187
4176 | 4176 | TC8445 | SQX Running | 47
4188 | 4753 | CA4629 | IDRA Running | 152
4197 | 4635 | EV8335 | GTYI Running | 405
4200 | 4763 | ST2100 | AMZJ Running | 36
4201 | 4632 | DZ4231 | ZCDT Running | 94
4204 | 4738 | CQ3852 | WQSY Running | 330
4218 | 4783 | MV5132 | IDRA Running | 188
4223 | 4223 | TC8445 | SQX Waiting | 181
4227 | 4665 | DO9371 | GTYI Running | 333
4230 | 4793 | LM5481 | AMZJ Running | 243
4231 | 4695 | LU1091 | GTYI Running | 13
4231 | 4662 | BC3230 | ZCDT Running | 40
4234 | 4768 | XD8404 | WQSY Running | 348
4248 | 4813 | QC6923 | IDRA Running | 51
4254 | 4843 | EK5998 | IDRA Running | 112
4257 | 4708 | WR8705 | GTYI Running | 285
4260 | 4823 | YZ9316 | AMZJ Running | 230
4261 | 4692 | EF4648 | ZCDT Running | 77
4264 | 4798 | NL5756 | WQSY Running | 348
4278 | 4278 | GX3971 | YIQ Waiting | 348
4278 | 4873 | YB2742 | IDRA Running | 12
4279 | 4279 | QA3093 | DKB Running | 255
4287 | 4738 | XW4956 | GTYI Running | 92
4290 | 4853 | WC1548 | AMZJ Running | 182
4291 | 4722 | TT2884 | ZCDT Running | 153
4294 | 4828 | GC6746 | WQSY Running | 21
4308 | 4885 | HW3855 | IDRA Running | 199
4317 | 4768 | UU6266 | GTYI Running | 37
4320 | 4883 | XN5521 | AMZJ Running | 87
4321 | 4752 | CI6823 | ZCDT Running | 120
4324 | 4849 | PA5529 | WQSY Running | 127
4338 | 4915 | AZ7152 | IDRA Running | 206
4347 | 4798 | KF6240 | GTYI Running | 191
4350 | 4913 | UG1000 | AMZJ Running | 267
4351 | 4782 | KF5759 | ZCDT Running | 61
4354 | 4879 | ZM8819 | WQSY Running | 77
4368 | 4945 | FX4951 | IDRA Running | 300
4371 | 4371 | OI6429 | WJC Running | 67
4372 | 4909 | XO2797 | WQSY Running | 102
4377 | 4828 | VS5201 | GTYI Running | 152
4380 | 4943 | AC8893 | AMZJ Running | 403
4381 | 4812 | CX2610 | ZCDT Running | 30
4384 | 4939 | DD1622 | WQSY Running | 376
4398 | 4975 | IB2263 | IDRA Running | 302
4403 | 4403 | RU4935 | AMZJ Waiting | 449
4404 | 4404 | TC8445 | SQX Running | 194
4407 | 4858 | NP5950 | GTYI Running | 98
4411 | 4842 | NP8141 | ZCDT Running | 105
4414 | 4969 | JQ6883 | WQSY Running | 13
4428 | 5005 | MK1284 | IDRA Running | 21
4433 | 4973 | AG1168 | AMZJ Running | 148
4436 | 4436 | QE4666 | WQSY Waiting | 38
4437 | 4888 | QX1759 | GTYI Running | 15
4438 | 4438 | OI6429 | WJC Waiting | 126
4441 | 4872 | OV4554 | ZCDT Running | 40
4458 | 5026 | UA2932 | IDRA Running | 119
4463 | 5003 | DW9737 | AMZJ Running | 240
4466 | 4982 | NZ5800 | WQSY Running | 344
4467 | 4903 | IV3397 | GTYI Running | 185
4471 | 4902 | US6678 | ZCDT Running | 278
4474 | 5012 | QE4666 | WQSY Running | 89
4483 | 4932 | FT3081 | ZCDT Running | 308
4486 | 4486 | MB8755 | WQSY Waiting | 86
4488 | 5056 | YM2844 | IDRA Running | 381
4493 | 5033 | PE2866 | AMZJ Running | 199
4497 | 4933 | GT8205 | GTYI Running | 164
4501 | 4962 | LQ8202 | ZCDT Running | 231
4513 | 4513 | XR7203 | IDRA Waiting | 213
4516 | 5042 | MR8758 | WQSY Running | 135
4523 | 5063 | EU3767 | AMZJ Running | 64
4527 | 4963 | MB5716 | GTYI Running | 60
4531 | 4531 | QS6782 | WQSY Waiting | 203
4531 | 4992 | TU5605 | ZCDT Running | 230
4534 | 4534 | QA3093 | DKB Waiting | 376
4543 | 5086 | KN2716 | IDRA Running | 198
4553 | 5093 | ZU7922 | AMZJ Running | 122
4557 | 4993 | CP8037 | GTYI Running | 123
4561 | 5022 | WY7322 | ZCDT Running | 211
4561 | 5072 | ZC4232 | WQSY Running | 168
4564 | 4564 | OI6429 | WJC Running | 477
4572 | 4572 | IE1120 | ZCDT Waiting | 357
4572 | 5102 | MB8755 | WQSY Running | 416
4573 | 5116 | LL1257 | IDRA Running | 377
4583 | 5123 | WE8143 | AMZJ Running | 6
4587 | 5023 | AE7262 | GTYI Running | 130
4591 | 5132 | KJ6396 | WQSY Running | 16
4598 | 4598 | TC8445 | SQX Waiting | 210
4602 | 5052 | TX7007 | ZCDT Running | 400
4603 | 5146 | YM5038 | IDRA Running | 457
4613 | 5129 | EC1594 | AMZJ Running | 294
4617 | 5053 | VK1891 | GTYI Running | 165
4618 | 4618 | AT4994 | PBN Running | 448
4626 | 4626 | GX3971 | YIQ Running | 175
4632 | 5082 | RT9408 | ZCDT Running | 43
4633 | 5176 | YV1743 | IDRA Running | 241
4635 | 4635 | CC3461 | DME Running | 286
4643 | 5159 | QF4765 | AMZJ Running | 63
4648 | 5148 | MQ4649 | WQSY Running | 181
4662 | 5112 | DZ4231 | ZCDT Running | 64
4663 | 5206 | KS4285 | IDRA Running | 304
4665 | 5083 | EV8335 | GTYI Running | 375
4673 | 5189 | EK9518 | AMZJ Running | 350
4678 | 5178 | RQ6933 | WQSY Running | 55
4692 | 5142 | BC3230 | ZCDT Running | 10
4693 | 5236 | VM8791 | IDRA Running | 294
4695 | 5113 | DO9371 | GTYI Running | 303
4703 | 5219 | PR8175 | AMZJ Running | 255
4708 | 4708 | LU1091 | WPJ Running | 239
4708 | 5208 | TE9208 | WQSY Running | 48
4722 | 5152 | EF4648 | ZCDT Running | 47
4723 | 5266 | NV2785 | IDRA Running | 10
4726 | 5276 | XR7203 | IDRA Running | 493
4733 | 5249 | GZ8627 | AMZJ Running | 65
4734 | 5238 | QS6782 | WQSY Running | 405
4738 | 5268 | RQ2890 | WQSY Running | 157
4738 | 5143 | WR8705 | GTYI Running | 255
4752 | 5182 | TT2884 | ZCDT Running | 123
4753 | 5306 | MQ7520 | IDRA Running | 216
4763 | 5279 | YA5160 | AMZJ Running | 254
4768 | 5298 | CQ3852 | WQSY Running | 300
4768 | 5173 | XW4956 | GTYI Running | 62
4782 | 5212 | CI6823 | ZCDT Running | 90
4783 | 5336 | CA4629 | IDRA Running | 122
4793 | 5309 | ST2100 | AMZJ Running | 6
4798 | 5203 | UU6266 | GTYI Running | 7
4798 | 5328 | XD8404 | WQSY Running | 318
4801 | 4801 | GX3971 | YIQ Waiting | 249
4808 | 4808 | TC8445 | SQX Running | 102
4812 | 5242 | KF5759 | ZCDT Running | 31
4813 | 5366 | MV5132 | IDRA Running | 158
4823 | 5315 | LM5481 | AMZJ Running | 213
4828 | 5210 | KF6240 | GTYI Running | 161
4828 | 5358 | NL5756 | WQSY Running | 318
4842 | 4842 | CX2610 | ZCDT Waiting | 83
4843 | 5396 | QC6923 | IDRA Running | 21
4849 | 4849 | GC6746 | WQSY Waiting | 474
4852 | 5345 | RU4935 | AMZJ Running | 323
4853 | 5375 | YZ9316 | AMZJ Running | 200
4858 | 5240 | VS5201 | GTYI Running | 122
4872 | 5272 | NP8141 | ZCDT Running | 75
4873 | 5417 | EK5998 | IDRA Running | 82
4879 | 5388 | PA5529 | WQSY Running | 97
4883 | 5405 | WC1548 | AMZJ Running | 152
4885 | 4885 | YB2742 | IDRA Waiting | 184
4888 | 5270 | NP5950 | GTYI Running | 68
4902 | 5302 | OV4554 | ZCDT Running | 10
4903 | 4903 | QX1759 | GTYI Waiting | 190
4909 | 5418 | ZM8819 | WQSY Running | 47
4910 | 4910 | QA3093 | DKB Running | 145
4910 | 5300 | TC8445 | GTYI Running | 88
4913 | 5435 | XN5521 | AMZJ Running | 57
4915 | 5447 | HW3855 | IDRA Running | 169
4921 | 4921 | CC3461 | DME Waiting | 252
4925 | 5312 | CX2610 | ZCDT Running | 113
4929 | 5342 | IE1120 | ZCDT Running | 427
4932 | 5372 | US6678 | ZCDT Running | 248
4933 | 5330 | IV3397 | GTYI Running | 155
4939 | 5448 | XO2797 | WQSY Running | 72
4943 | 5465 | UG1000 | AMZJ Running | 237
4945 | 5477 | AZ7152 | IDRA Running | 176
4947 | 4947 | LU1091 | WPJ Waiting | 242
4962 | 5402 | FT3081 | ZCDT Running | 278
4963 | 5360 | GT8205 | GTYI Running | 134
4969 | 5478 | DD1622 | WQSY Running | 346
4973 | 5495 | AC8893 | AMZJ Running | 373
4975 | 5507 | FX4951 | IDRA Running | 270
4982 | 4982 | JQ6883 | WQSY Waiting | 254
