8 | 8 | WU4911 | AEYX Running | 275
2786 | 3279 | JN8912 | OTHL Running | 92
2787 | 2787 | WQ4618 | AEYX Waiting | 97
2791 | 2911 | BH6999 | GGFI Running | 119
2802 | 3308 | ST1210 | SKHG Running | 2
2808 | 2808 | LZ2505 | DLQ Waiting | 469
2813 | 3457 | JB1993 | HENQ Running | 134
2816 | 3309 | HS5200 | OTHL Running | 200
2816 | 3310 | LJ8105 | SKHG Running | 155
2817 | 3331 | YS8954 | AEYX Running | 425
2821 | 2941 | RO2320 | GGFI Running | 371
2842 | 2971 | GT2277 | GGFI Running | 341
2843 | 3487 | EY9982 | HENQ Running | 24
2846 | 3339 | CD4515 | OTHL Running | 89
2846 | 3340 | KJ5751 | SKHG Running | 31
2847 | 3361 | OT8008 | AEYX Running | 276
2851 | 3001 | RT3693 | GGFI Running | 305
2854 | 3370 | FY2231 | SKHG Running | 201
2869 | 2869 | WO4259 | LZY Waiting | 285
2873 | 3511 | KI1087 | HENQ Running | 78
2876 | 3400 | HH5026 | SKHG Running | 177
2876 | 3369 | KG1408 | OTHL Running | 249
2877 | 3391 | AJ8561 | AEYX Running | 208
2881 | 3031 | TD6513 | GGFI Running | 336
2884 | 3421 | WQ4618 | AEYX Running | 498
2897 | 2897 | SI5870 | OTHL Waiting | 174
2903 | 3541 | OP8529 | HENQ Running | 136
2906 | 3430 | BE5343 | SKHG Running | 35
2907 | 3451 | PZ3265 | AEYX Running | 235
2911 | 3061 | BU2296 | GGFI Running | 461
2911 | 3091 | XW4568 | GGFI Running | 149
2919 | 2919 | BT1022 | JMR Running | 497
2924 | 3460 | QQ9383 | SKHG Running | 457
2924 | 2924 | WU4911 | LER Running | 477
2927 | 3399 | GI2602 | OTHL Running | 279
2933 | 3571 | UC3636 | HENQ Running | 167
2936 | 3490 | RA6977 | SKHG Running | 408
2937 | 3481 | GB7708 | AEYX Running | 343
2941 | 3121 | BH6999 | GGFI Running | 89
2950 | 3429 | RP1389 | OTHL Running | 311
2953 | 3520 | QF5776 | SKHG Running | 461
2957 | 3459 | PH3168 | OTHL Running | 295
2963 | 3601 | UJ3926 | HENQ Running | 245
2966 | 3550 | AJ8361 | SKHG Running | 19
2967 | 3511 | BK7385 | AEYX Running | 244
2971 | 3151 | RO2320 | GGFI Running | 341
2981 | 3541 | GS3982 | AEYX Running | 153
2987 | 3489 | RS1536 | OTHL Running | 44
2988 | 2988 | SG7555 | KSJ Running | 116
2993 | 3631 | VU8899 | HENQ Running | 299
2996 | 3569 | SN6660 | SKHG Running | 195
2997 | 3571 | YL5980 | AEYX Running | 10
3001 | 3181 | GT2277 | GGFI Running | 311
3005 | 3005 | JU4028 | OTHL Waiting | 103
3023 | 3661 | IH3117 | HENQ Running | 228
3026 | 3599 | LT8080 | SKHG Running | 159
3027 | 3581 | OB2611 | AEYX Running | 261
3031 | 3211 | RT3693 | GGFI Running | 275
3035 | 3519 | MB3250 | OTHL Running | 133
3036 | 3036 | CE1485 | SKHG Waiting | 335
3053 | 3691 | YS3084 | HENQ Running | 286
3057 | 3611 | MA7428 | AEYX Running | 55
3061 | 3241 | TD6513 | GGFI Running | 306
3065 | 3549 | UH2381 | OTHL Running | 132
3066 | 3629 | RF5128 | SKHG Running | 292
3071 | 3579 | SI5870 | OTHL Running | 463
3083 | 3721 | CE6996 | HENQ Running | 244
3087 | 3641 | HB1600 | AEYX Running | 376
3091 | 3271 | BU2296 | GGFI Running | 431
3095 | 3609 | NT3542 | OTHL Running | 432
3096 | 3659 | XP1862 | SKHG Running | 333
3104 | 3104 | SG7555 | KSJ Waiting | 356
3108 | 3639 | JU4028 | OTHL Running | 169
3113 | 3751 | FP4980 | HENQ Running | 12
3117 | 3671 | XZ1011 | AEYX Running | 358
3121 | 3301 | XW4568 | GGFI Running | 119
3125 | 3669 | YS2179 | OTHL Running | 353
3126 | 3689 | NL3630 | SKHG Running | 153
3129 | 3129 | HO6322 | OTHL Waiting | 92
3143 | 3763 | YB4870 | HENQ Running | 4
3147 | 3701 | JK5854 | AEYX Running | 126
3151 | 3151 | HF7943 | AEYX Waiting | 443
3151 | 3331 | BH6999 | GGFI Running | 59
3154 | 3154 | WO4259 | LZY Running | 390
3156 | 3156 | BI8641 | GKS Running | 127
3156 | 3719 | TX1983 | SKHG Running | 71
3159 | 3699 | GN2723 | OTHL Running | 173
3181 | 3731 | IL5709 | AEYX Running | 242
3181 | 3361 | RO2320 | GGFI Running | 311
3186 | 3767 | PE5383 | HENQ Running | 256
3186 | 3749 | XS5253 | SKHG Running | 212
3189 | 3729 | IF8167 | OTHL Running | 292
3211 | 3391 | GT2277 | GGFI Running | 281
3211 | 3761 | WD2150 | AEYX Running | 308
3216 | 3797 | KU1575 | HENQ Running | 398
3216 | 3779 | PP4630 | SKHG Running | 165
3219 | 3759 | WT5213 | OTHL Running | 9
3221 | 3768 | HO6322 | OTHL Running | 475
3241 | 3791 | LK1459 | AEYX Running | 338
3241 | 3421 | RT3693 | GGFI Running | 245
3246 | 3827 | DO3649 | HENQ Running | 239
3246 | 3809 | VG5876 | SKHG Running | 129
3249 | 3798 | NG2840 | OTHL Running | 20
3271 | 3821 | RY3235 | AEYX Running | 182
3271 | 3451 | TD6513 | GGFI Running | 276
3276 | 3839 | SO7413 | SKHG Running | 30
3276 | 3857 | TY7283 | HENQ Running | 420
3277 | 3277 | LZ2505 | DLQ Running | 493
3279 | 3818 | XX5071 | OTHL Running | 411
3283 | 3283 | BI8641 | GKS Waiting | 446
3301 | 3481 | BU2296 | GGFI Running | 401
3301 | 3851 | NI1688 | AEYX Running | 105
3306 | 3869 | TK6987 | SKHG Running | 5
3306 | 3887 | XT7284 | HENQ Running | 78
3307 | 3307 | BW3613 | HENQ Waiting | 53
3308 | 3308 | IY5923 | SKHG Waiting | 21
3309 | 3848 | JN8912 | OTHL Running | 62
3310 | 3310 | ST1210 | SKHG Waiting | 232
3329 | 3874 | IY5923 | SKHG Running | 380
3331 | 3881 | FU4748 | AEYX Running | 307
3331 | 3511 | XW4568 | GGFI Running | 89
3337 | 3917 | JB8568 | HENQ Running | 128
3339 | 3878 | HS5200 | OTHL Running | 170
3340 | 3904 | LJ8105 | SKHG Running | 125
3360 | 3947 | BW3613 | HENQ Running | 70
3361 | 3541 | BH6999 | GGFI Running | 29
3361 | 3911 | YS8954 | AEYX Running | 395
3367 | 3977 | KF5674 | HENQ Running | 220
3369 | 3908 | CD4515 | OTHL Running | 59
3370 | 3934 | KJ5751 | SKHG Running | 1
3371 | 3935 | CE1485 | SKHG Running | 480
3391 | 3941 | OT8008 | AEYX Running | 246
3391 | 3570 | RO2320 | GGFI Running | 281
3397 | 4007 | HT2553 | HENQ Running | 16
3399 | 3938 | KG1408 | OTHL Running | 219
3400 | 3965 | FY2231 | SKHG Running | 171
3401 | 3401 | WU4911 | LER Waiting | 69
3416 | 3416 | BT1022 | JMR Waiting | 422
3421 | 3971 | AJ8561 | AEYX Running | 178
3421 | 3600 | GT2277 | GGFI Running | 251
3427 | 4023 | IU6288 | HENQ Running | 146
3429 | 3968 | GI2602 | OTHL Running | 249
3430 | 3995 | HH5026 | SKHG Running | 147
3451 | 3630 | RT3693 | GGFI Running | 215
3451 | 4001 | WQ4618 | AEYX Running | 468
3457 | 4053 | YL8763 | HENQ Running | 29
3459 | 3998 | RP1389 | OTHL Running | 281
3460 | 3460 | SG7555 | KSJ Running | 346
3460 | 4025 | BE5343 | SKHG Running | 5
3470 | 3470 | WU4911 | LER Running | 354
3481 | 4031 | PZ3265 | AEYX Running | 205
3481 | 3660 | TD6513 | GGFI Running | 246
3487 | 4082 | JB1993 | HENQ Running | 104
3489 | 4028 | PH3168 | OTHL Running | 265
3490 | 4030 | QQ9383 | SKHG Running | 427
3511 | 3511 | EY9982 | HENQ Waiting | 382
3511 | 3690 | BU2296 | GGFI Running | 371
3511 | 4061 | GB7708 | AEYX Running | 313
3519 | 4058 | RS1536 | OTHL Running | 14
3520 | 4060 | RA6977 | SKHG Running | 378
3541 | 4091 | BK7385 | AEYX Running | 214
3541 | 4112 | KI1087 | HENQ Running | 48
3541 | 3720 | XW4568 | GGFI Running | 59
3542 | 4090 | ST1210 | SKHG Running | 323
3544 | 3544 | WO4259 | LZY Waiting | 215
3549 | 4072 | MB3250 | OTHL Running | 103
3550 | 4120 | QF5776 | SKHG Running | 431
3569 | 3569 | AJ8361 | SKHG Waiting | 450
3570 | 3570 | BH6999 | GGFI Waiting | 447
3571 | 4121 | GS3982 | AEYX Running | 123
3571 | 4142 | OP8529 | HENQ Running | 106
3579 | 4102 | UH2381 | OTHL Running | 102
3581 | 3581 | YL5980 | TYV Running | 164
3594 | 4151 | HF7943 | AEYX Running | 139
3599 | 4150 | SN6660 | SKHG Running | 165
3600 | 3750 | RO2320 | GGFI Running | 251
3601 | 4172 | UC3636 | HENQ Running | 137
3609 | 4132 | SI5870 | OTHL Running | 433
3611 | 4181 | OB2611 | AEYX Running | 231
3629 | 4180 | LT8080 | SKHG Running | 129
3630 | 3780 | GT2277 | GGFI Running | 221
3631 | 4202 | UJ3926 | HENQ Running | 215
3639 | 4162 | NT3542 | OTHL Running | 402
3641 | 4211 | MA7428 | AEYX Running | 25
3659 | 4210 | RF5128 | SKHG Running | 262
3660 | 3810 | RT3693 | GGFI Running | 185
3661 | 4232 | VU8899 | HENQ Running | 269
3669 | 4192 | JU4028 | OTHL Running | 139
3671 | 4236 | HB1600 | AEYX Running | 346
3689 | 4240 | XP1862 | SKHG Running | 303
3690 | 3840 | TD6513 | GGFI Running | 216
3691 | 4262 | IH3117 | HENQ Running | 198
3699 | 4222 | YS2179 | OTHL Running | 323
3701 | 4266 | XZ1011 | AEYX Running | 328
3719 | 4270 | NL3630 | SKHG Running | 123
3720 | 3870 | BU2296 | GGFI Running | 341
3721 | 4292 | YS3084 | HENQ Running | 256
3729 | 3729 | BI8641 | GKS Running | 493
3729 | 4252 | GN2723 | OTHL Running | 143
3731 | 4296 | JK5854 | AEYX Running | 96
3745 | 3745 | YL5980 | TYV Waiting | 131
3749 | 4300 | TX1983 | SKHG Running | 41
3750 | 3900 | XW4568 | GGFI Running | 29
3751 | 4322 | CE6996 | HENQ Running | 214
3759 | 3759 | WO4259 | LZY Running | 31
3759 | 4282 | IF8167 | OTHL Running | 262
3761 | 4326 | IL5709 | AEYX Running | 212
3763 | 3763 | FP4980 | HENQ Waiting | 186
3767 | 3767 | YB4870 | HENQ Waiting | 266
3768 | 3768 | WT5213 | OTHL Waiting | 258
3770 | 3770 | LZ2505 | DLQ Waiting | 42
3779 | 4330 | XS5253 | SKHG Running | 182
3780 | 3929 | RO2320 | GGFI Running | 221
3790 | 4352 | WO4259 | HENQ Running | 70
3791 | 4356 | WD2150 | AEYX Running | 278
3797 | 4382 | PE5383 | HENQ Running | 226
3798 | 4312 | HO6322 | OTHL Running | 445
3806 | 3959 | SG7555 | GGFI Running | 166
3809 | 4360 | PP4630 | SKHG Running | 135
3810 | 3989 | GT2277 | GGFI Running | 191
3812 | 3812 | LZ2505 | DLQ Running | 209
3818 | 3818 | NG2840 | BUR Running | 449
3821 | 4386 | LK1459 | AEYX Running | 308
3824 | 4416 | WU4911 | AEYX Running | 479
3827 | 4412 | KU1575 | HENQ Running | 368
3838 | 3838 | BT1022 | JMR Running | 293
3839 | 4390 | VG5876 | SKHG Running | 99
3840 | 4019 | RT3693 | GGFI Running | 155
3848 | 4342 | XX5071 | OTHL Running | 381
3851 | 4446 | RY3235 | AEYX Running | 152
3857 | 4442 | DO3649 | HENQ Running | 209
3869 | 3869 | SO7413 | SKHG Waiting | 215
3870 | 4049 | TD6513 | GGFI Running | 186
3874 | 3874 | TK6987 | SKHG Waiting | 326
3876 | 3876 | YL5980 | TYV Running | 366
3878 | 4372 | JN8912 | OTHL Running | 32
3881 | 4476 | NI1688 | AEYX Running | 75
3887 | 4472 | TY7283 | HENQ Running | 390
3893 | 4502 | EY9982 | HENQ Running | 396
3900 | 4079 | BU2296 | GGFI Running | 311
3904 | 4420 | IY5923 | SKHG Running | 350
3908 | 4402 | HS5200 | OTHL Running | 140
3911 | 4506 | FU4748 | AEYX Running | 277
3917 | 4532 | XT7284 | HENQ Running | 48
3929 | 3929 | XW4568 | GGFI Waiting | 264
3934 | 4450 | LJ8105 | SKHG Running | 95
3935 | 3935 | KJ5751 | SKHG Waiting | 209
3938 | 4432 | CD4515 | OTHL Running | 29
3941 | 4536 | YS8954 | AEYX Running | 365
3947 | 4562 | JB8568 | HENQ Running | 98
3949 | 4592 | FP4980 | HENQ Running | 397
3959 | 4109 | RO2320 | GGFI Running | 191
3965 | 4480 | CE1485 | SKHG Running | 450
3968 | 4461 | KG1408 | OTHL Running | 189
3971 | 4566 | OT8008 | AEYX Running | 216
3977 | 4622 | BW3613 | HENQ Running | 40
3989 | 4139 | SG7555 | GGFI Running | 136
3995 | 4510 | FY2231 | SKHG Running | 141
3998 | 4491 | GI2602 | OTHL Running | 219
4001 | 4596 | AJ8561 | AEYX Running | 148
4007 | 4652 | KF5674 | HENQ Running | 190
4017 | 4169 | BH6999 | GGFI Running | 195
4019 | 4540 | AJ8361 | SKHG Running | 41
4019 | 4199 | GT2277 | GGFI Running | 161
4021 | 4021 | LZ2505 | DLQ Waiting | 438
4023 | 4023 | HT2553 | HENQ Waiting | 15
4025 | 4570 | HH5026 | SKHG Running | 117
4026 | 4521 | WT5213 | OTHL Running | 13
4028 | 4534 | RP1389 | OTHL Running | 251
4030 | 4030 | BE5343 | SKHG Waiting | 198
4031 | 4626 | WQ4618 | AEYX Running | 438
4033 | 4682 | YB4870 | HENQ Running | 186
4038 | 4712 | HT2553 | HENQ Running | 448
4049 | 4229 | RT3693 | GGFI Running | 125
4053 | 4742 | IU6288 | HENQ Running | 116
4058 | 4564 | PH3168 | OTHL Running | 235
4060 | 4600 | QQ9383 | SKHG Running | 397
4061 | 4656 | PZ3265 | AEYX Running | 175
4072 | 4072 | RS1536 | OTHL Waiting | 471
4079 | 4259 | TD6513 | GGFI Running | 156
4082 | 4082 | YL8763 | HENQ Waiting | 86
4084 | 4630 | SO7413 | SKHG Running | 151
4090 | 4660 | RA6977 | SKHG Running | 348
4091 | 4686 | GB7708 | AEYX Running | 283
4102 | 4594 | MB3250 | OTHL Running | 73
4109 | 4289 | BU2296 | GGFI Running | 281
4112 | 4772 | JB1993 | HENQ Running | 74
4120 | 4690 | ST1210 | SKHG Running | 293
4121 | 4716 | BK7385 | AEYX Running | 184
4131 | 4319 | BT1022 | GGFI Running | 403
4132 | 4624 | UH2381 | OTHL Running | 72
4139 | 4349 | RO2320 | GGFI Running | 161
4142 | 4802 | KI1087 | HENQ Running | 18
4144 | 4720 | KJ5751 | SKHG Running | 385
4150 | 4750 | QF5776 | SKHG Running | 401
4151 | 4746 | GS3982 | AEYX Running | 93
4162 | 4654 | SI5870 | OTHL Running | 403
4168 | 4820 | YL8763 | HENQ Running | 476
4169 | 4379 | SG7555 | GGFI Running | 106
4172 | 4850 | OP8529 | HENQ Running | 76
4180 | 4780 | SN6660 | SKHG Running | 135
4181 | 4776 | HF7943 | AEYX Running | 109
4192 | 4684 | NT3542 | OTHL Running | 372
4193 | 4409 | XW4568 | GGFI Running | 48
4199 | 4439 | BH6999 | GGFI Running | 165
4200 | 4810 | TK6987 | SKHG Running | 88
4202 | 4880 | UC3636 | HENQ Running | 107
4210 | 4840 | LT8080 | SKHG Running | 99
4211 | 4806 | OB2611 | AEYX Running | 201
4222 | 4222 | BI8641 | GKS Waiting | 3
4222 | 4714 | JU4028 | OTHL Running | 109
4225 | 4225 | BI8641 | GKS Running | 387
4228 | 4870 | BE5343 | SKHG Running | 105
4229 | 4469 | GT2277 | GGFI Running | 131
4232 | 4910 | UJ3926 | HENQ Running | 185
4236 | 4236 | MA7428 | AEYX Waiting | 105
4240 | 4900 | RF5128 | SKHG Running | 232
4242 | 4242 | YL5980 | TYV Waiting | 199
4252 | 4744 | YS2179 | OTHL Running | 293
4259 | 4499 | RT3693 | GGFI Running | 95
4262 | 4940 | VU8899 | HENQ Running | 239
4266 | 4836 | HB1600 | AEYX Running | 316
4267 | 4267 | NG2840 | BUR Waiting | 299
4270 | 4930 | XP1862 | SKHG Running | 273
4282 | 4774 | GN2723 | OTHL Running | 113
4289 | 4529 | TD6513 | GGFI Running | 126
4292 | 4970 | IH3117 | HENQ Running | 168
4296 | 4866 | XZ1011 | AEYX Running | 298
4300 | 4960 | NL3630 | SKHG Running | 93
4312 | 4804 | IF8167 | OTHL Running | 232
4319 | 4559 | BU2296 | GGFI Running | 251
4322 | 5000 | YS3084 | HENQ Running | 226
4326 | 4896 | JK5854 | AEYX Running | 66
4330 | 4990 | TX1983 | SKHG Running | 11
4341 | 4926 | MA7428 | AEYX Running | 438
4342 | 4834 | HO6322 | OTHL Running | 415
4349 | 4589 | BT1022 | GGFI Running | 373
4352 | 5030 | CE6996 | HENQ Running | 184
4356 | 4956 | IL5709 | AEYX Running | 182
4360 | 5001 | XS5253 | SKHG Running | 152
4372 | 4864 | XX5071 | OTHL Running | 351
4379 | 4619 | RO2320 | GGFI Running | 131
4382 | 5060 | WO4259 | HENQ Running | 40
4386 | 4986 | WD2150 | AEYX Running | 248
4390 | 5031 | PP4630 | SKHG Running | 105
4402 | 4894 | JN8912 | OTHL Running | 2
4409 | 4649 | SG7555 | GGFI Running | 76
4412 | 5090 | PE5383 | HENQ Running | 196
4416 | 5016 | LK1459 | AEYX Running | 278
4420 | 5061 | VG5876 | SKHG Running | 69
4432 | 4896 | HS5200 | OTHL Running | 110
4439 | 4679 | XW4568 | GGFI Running | 18
4441 | 4441 | YL5980 | TYV Running | 185
4442 | 5120 | KU1575 | HENQ Running | 338
4446 | 5046 | WU4911 | AEYX Running | 449
4450 | 5091 | IY5923 | SKHG Running | 320
4459 | 4459 | LZ2505 | DLQ Running | 460
4461 | 4461 | CD4515 | OTHL Waiting | 145
4469 | 4697 | BH6999 | GGFI Running | 135
4472 | 5150 | DO3649 | HENQ Running | 179
4476 | 5076 | RY3235 | AEYX Running | 122
4480 | 5121 | LJ8105 | SKHG Running | 65
4491 | 4926 | KG1408 | OTHL Running | 159
4499 | 4727 | GT2277 | GGFI Running | 101
4502 | 5180 | TY7283 | HENQ Running | 360
4506 | 5106 | NI1688 | AEYX Running | 45
4510 | 5151 | CE1485 | SKHG Running | 420
4521 | 4956 | GI2602 | OTHL Running | 189
4529 | 4757 | RT3693 | GGFI Running | 65
4532 | 5210 | EY9982 | HENQ Running | 366
4534 | 4534 | WT5213 | OGD Running | 100
4536 | 5136 | FU4748 | AEYX Running | 247
4540 | 5181 | FY2231 | SKHG Running | 111
4543 | 4986 | RS1536 | OTHL Running | 494
4559 | 4787 | TD6513 | GGFI Running | 96
4562 | 5240 | XT7284 | HENQ Running | 18
4564 | 5016 | RP1389 | OTHL Running | 221
4566 | 4566 | NG2840 | BUR Running | 450
4566 | 5166 | YS8954 | AEYX Running | 335
4570 | 5211 | AJ8361 | SKHG Running | 11
4589 | 4817 | BU2296 | GGFI Running | 221
4592 | 5258 | JB8568 | HENQ Running | 68
4594 | 5046 | PH3168 | OTHL Running | 205
4596 | 5196 | OT8008 | AEYX Running | 186
4600 | 5222 | HH5026 | SKHG Running | 87
4606 | 5076 | CD4515 | OTHL Running | 445
4612 | 4612 | BI8641 | GKS Waiting | 229
4619 | 4847 | BT1022 | GGFI Running | 343
4622 | 5288 | FP4980 | HENQ Running | 367
4624 | 5106 | MB3250 | OTHL Running | 43
4626 | 4626 | YL5980 | TYV Waiting | 293
4626 | 5226 | AJ8561 | AEYX Running | 118
4630 | 5252 | QQ9383 | SKHG Running | 367
4634 | 4634 | WT5213 | OGD Waiting | 111
4649 | 4877 | RO2320 | GGFI Running | 101
4652 | 5318 | BW3613 | HENQ Running | 10
4654 | 5136 | UH2381 | OTHL Running | 42
4656 | 5256 | WQ4618 | AEYX Running | 408
4660 | 5282 | SO7413 | SKHG Running | 121
4679 | 4907 | SG7555 | GGFI Running | 46
4682 | 5328 | KF5674 | HENQ Running | 160
4684 | 5166 | SI5870 | OTHL Running | 373
4686 | 5286 | PZ3265 | AEYX Running | 145
4690 | 5312 | RA6977 | SKHG Running | 318
4697 | 4697 | XW4568 | LGO Running | 161
4712 | 5358 | YB4870 | HENQ Running | 156
4714 | 5196 | NT3542 | OTHL Running | 342
4716 | 5316 | GB7708 | AEYX Running | 253
4720 | 5342 | ST1210 | SKHG Running | 263
4727 | 4937 | BH6999 | GGFI Running | 105
4742 | 5388 | HT2553 | HENQ Running | 418
4744 | 5226 | JU4028 | OTHL Running | 79
4745 | 4745 | WT5213 | OGD Running | 188
4746 | 5346 | BK7385 | AEYX Running | 154
4750 | 5372 | KJ5751 | SKHG Running | 355
4757 | 4967 | GT2277 | GGFI Running | 71
4772 | 5418 | IU6288 | HENQ Running | 86
4774 | 5256 | YS2179 | OTHL Running | 263
4776 | 5376 | GS3982 | AEYX Running | 63
4780 | 5402 | QF5776 | SKHG Running | 371
4787 | 4997 | RT3693 | GGFI Running | 35
4802 | 5448 | JB1993 | HENQ Running | 44
4804 | 5286 | GN2723 | OTHL Running | 83
4806 | 5406 | HF7943 | AEYX Running | 79
4810 | 5432 | SN6660 | SKHG Running | 105
4817 | 5027 | TD6513 | GGFI Running | 66
4820 | 4820 | KI1087 | HENQ Waiting | 385
4834 | 5316 | IF8167 | OTHL Running | 202
4836 | 5436 | OB2611 | AEYX Running | 171
4840 | 5462 | TK6987 | SKHG Running | 58
4841 | 4841 | BI8641 | GKS Running | 236
4847 | 5057 | BU2296 | GGFI Running | 191
4850 | 5478 | YL8763 | HENQ Running | 446
4858 | 4858 | XW4568 | LGO Waiting | 49
4864 | 5346 | HO6322 | OTHL Running | 385
4866 | 5466 | HB1600 | AEYX Running | 286
4870 | 5492 | LT8080 | SKHG Running | 69
4877 | 5087 | BT1022 | GGFI Running | 313
4880 | 5508 | OP8529 | HENQ Running | 46
4894 | 5376 | XX5071 | OTHL Running | 321
4896 | 4896 | JN8912 | OTHL Waiting | 233
4896 | 5496 | XZ1011 | AEYX Running | 268
4900 | 5522 | BE5343 | SKHG Running | 75
4907 | 4907 | XW4568 | LGO Running | 485
4907 | 5117 | RO2320 | GGFI Running | 71
4910 | 5538 | UC3636 | HENQ Running | 77
4919 | 5147 | LZ2505 | GGFI Running | 316
4919 | 4919 | YL5980 | TYV Running | 18
4926 | 5406 | HS5200 | OTHL Running | 80
4926 | 5526 | JK5854 | AEYX Running | 36
4930 | 5552 | RF5128 | SKHG Running | 202
4933 | 4933 | WT5213 | OGD Waiting | 303
4937 | 5556 | YL5980 | AEYX Running | 72
4937 | 5177 | SG7555 | GGFI Running | 16
4940 | 5568 | UJ3926 | HENQ Running | 155
4956 | 5436 | KG1408 | OTHL Running | 129
4956 | 5586 | MA7428 | AEYX Running | 408
4960 | 5582 | XP1862 | SKHG Running | 243
4967 | 5193 | BH6999 | GGFI Running | 75
4970 | 5598 | VU8899 | HENQ Running | 209
4986 | 5466 | GI2602 | OTHL Running | 159
4986 | 5616 | IL5709 | AEYX Running | 152
4990 | 5612 | NL3630 | SKHG Running | 63
4997 | 5223 | GT2277 | GGFI Running | 41
5000 | 5628 | IH3117 | HENQ Running | 138
5001 | 5001 | TX1983 | SKHG Waiting | 480
5016 | 5016 | NG2840 | BUR Waiting | 25
5016 | 5496 | RS1536 | OTHL Running | 464
5016 | 5646 | WD2150 | AEYX Running | 218
5027 | 5253 | RT3693 | GGFI Running | 5
5030 | 5658 | YS3084 | HENQ Running | 196
5031 | 5642 | XS5253 | SKHG Running | 122
5041 | 5041 | NG2840 | BUR Running | 245
5046 | 5676 | LK1459 | AEYX Running | 248
5046 | 5526 | RP1389 | OTHL Running | 191
5057 | 5258 | TD6513 | GGFI Running | 36
5060 | 5688 | CE6996 | HENQ Running | 154
5061 | 5672 | PP4630 | SKHG Running | 75
5076 | 5556 | PH3168 | OTHL Running | 175
5076 | 5706 | WU4911 | AEYX Running | 419
5077 | 5718 | BI8641 | HENQ Running | 323
5087 | 5288 | BU2296 | GGFI Running | 161
5090 | 5748 | WO4259 | HENQ Running | 10
5091 | 5702 | VG5876 | SKHG Running | 39
5106 | 5586 | CD4515 | OTHL Running | 415
5106 | 5736 | RY3235 | AEYX Running | 92
5117 | 5318 | BT1022 | GGFI Running | 283
5120 | 5758 | PE5383 | HENQ Running | 166
5121 | 5732 | IY5923 | SKHG Running | 290
5129 | 5616 | JN8912 | OTHL Running | 198
5136 | 5646 | MB3250 | OTHL Running | 13
5136 | 5766 | NI1688 | AEYX Running | 15
5147 | 5348 | RO2320 | GGFI Running | 41
5150 | 5788 | KU1575 | HENQ Running | 308
5151 | 5762 | LJ8105 | SKHG Running | 35
5166 | 5781 | FU4748 | AEYX Running | 217
5166 | 5659 | UH2381 | OTHL Running | 12
5177 | 5378 | LZ2505 | GGFI Running | 286
5180 | 5818 | DO3649 | HENQ Running | 149
5181 | 5792 | CE1485 | SKHG Running | 390
5193 | 5193 | SG7555 | GGFI Waiting | 214
5196 | 5671 | SI5870 | OTHL Running | 343
5196 | 5811 | YS8954 | AEYX Running | 305
5205 | 5848 | KI1087 | HENQ Running | 254
5210 | 5878 | TY7283 | HENQ Running | 330
5211 | 5822 | FY2231 | SKHG Running | 81
5222 | 5222 | AJ8361 | AJN Running | 124
5223 | 5408 | BH6999 | GGFI Running | 45
5226 | 5701 | NT3542 | OTHL Running | 312
5226 | 5841 | OT8008 | AEYX Running | 156
5236 | 5236 | WT5213 | OGD Running | 431
5240 | 5908 | EY9982 | HENQ Running | 336
5252 | 5852 | HH5026 | SKHG Running | 57
5253 | 5438 | GT2277 | GGFI Running | 11
5256 | 5871 | AJ8561 | AEYX Running | 88
5256 | 5731 | JU4028 | OTHL Running | 49
5258 | 5258 | RT3693 | GGFI Waiting | 371
5258 | 5258 | XT7284 | HENQ Waiting | 152
5282 | 5882 | QQ9383 | SKHG Running | 337
5286 | 5286 | NG2840 | BUR Waiting | 54
5286 | 5901 | WQ4618 | AEYX Running | 378
5286 | 5761 | YS2179 | OTHL Running | 233
5288 | 5938 | JB8568 | HENQ Running | 38
